Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
3845	DOCST	264	INTRO TO FILM STUDIES	Basic film theory and history of motion picture technology. Introduction to experimental, documentary, and narrative forms of Third World, European, and United States cinemas.	(ALP) Arts, Literature & Performance
3845	ENGLISH	181	INTRO TO FILM STUDIES	Basic film theory and history of motion picture technology. Introduction to experimental, documentary, and narrative forms of Third World, European, and United States cinemas.	(ALP) Arts, Literature & Performance
3845	VMS	289	INTRO TO FILM STUDIES	Basic film theory and history of motion picture technology. Introduction to experimental, documentary, and narrative forms of Third World, European, and United States cinemas.	(ALP) Arts, Literature & Performance
3853	ENGLISH	 320S	INT. WORKSHOP IN WTG OF POETRY	Intermediate workshops present a higher creative standard than introductory workshops and increased expectations in both quantity and quality of revised, finished work. Prerequisite: English 110S or English 220S, or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	(ALP) Arts, Literature & Performance
3853	ENGLISH	 320S	INT. WORKSHOP IN WTG OF POETRY	Intermediate workshops present a higher creative standard than introductory workshops and increased expectations in both quantity and quality of revised, finished work. Prerequisite: English 110S or English 220S, or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	(W) Writing
3853	ENGLISH	 320S	INT. WORKSHOP IN WTG OF POETRY	Intermediate workshops present a higher creative standard than introductory workshops and increased expectations in both quantity and quality of revised, finished work. Prerequisite: English 110S or English 220S, or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	Seminar
3854	ENGLISH	 420S	ADV WORKSHOP WTG. POETRY	Advanced Writing Workshops build on the work done at the intermediate level, and are intended for the most well-prepared and gifted creative writing students. Prerequisite: English 320S or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	(ALP) Arts, Literature & Performance
3854	ENGLISH	 420S	ADV WORKSHOP WTG. POETRY	Advanced Writing Workshops build on the work done at the intermediate level, and are intended for the most well-prepared and gifted creative writing students. Prerequisite: English 320S or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	(W) Writing
3854	ENGLISH	 420S	ADV WORKSHOP WTG. POETRY	Advanced Writing Workshops build on the work done at the intermediate level, and are intended for the most well-prepared and gifted creative writing students. Prerequisite: English 320S or consent of the instructor if prior work merits admission to the class (as judged by the instructor).	Seminar
3857	ENGLISH	 290S-4	SP TOPICS IN CREATIVE WRITING	Topics vary each semester.	Seminar
3857	ENGLISH	 290S-4	SP TOPICS IN CREATIVE WRITING	Topics vary each semester.	Topics Course
3906	ENGLISH	 290S-1	SP TOP MEDIEVAL/EARLY MOD LIT	A major author, topic, or theme of the medieval and early modern period (excluding Chaucer). Satisfies the Area I requirement for English majors. Topics vary each semester.	Seminar
3906	ENGLISH	 290S-1	SP TOP MEDIEVAL/EARLY MOD LIT	A major author, topic, or theme of the medieval and early modern period (excluding Chaucer). Satisfies the Area I requirement for English majors. Topics vary each semester.	Topics Course
3906	MEDREN	 290S-1	SP TOP MEDIEVAL/EARLY MOD LIT	A major author, topic, or theme of the medieval and early modern period (excluding Chaucer). Satisfies the Area I requirement for English majors. Topics vary each semester.	Seminar
3906	MEDREN	 290S-1	SP TOP MEDIEVAL/EARLY MOD LIT	A major author, topic, or theme of the medieval and early modern period (excluding Chaucer). Satisfies the Area I requirement for English majors. Topics vary each semester.	Topics Course
3908	ENGLISH	 290S-2	SP TOP 18TH & 19TH CENTURY LIT	A major author, topic, or theme of eighteenth and nineteenth century literature. Satisfies the Area II requirements for English majors. Topics vary each semester.	Seminar
3908	ENGLISH	 290S-2	SP TOP 18TH & 19TH CENTURY LIT	A major author, topic, or theme of eighteenth and nineteenth century literature. Satisfies the Area II requirements for English majors. Topics vary each semester.	Topics Course
3920	ENGLISH	271	CLASSICS OF AM LIT: 1915-1960	Prose and poetry by such authors as Eliot, Fitzgerald, Hemingway, Faulkner, and others. Satisfies the Area III requirement for English majors.	(ALP) Arts, Literature & Performance
3931	AAAS	224	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(ALP) Arts, Literature & Performance
3931	AAAS	224	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(CCI) Cross Cultural Inquiry
3931	AAAS	224	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(CZ) Civilizations
3931	AAAS	224	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(EI) Ethical Inquiry
3931	AAAS	224	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(W) Writing
3931	ENGLISH	276	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(ALP) Arts, Literature & Performance
3931	ENGLISH	276	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(CCI) Cross Cultural Inquiry
3931	ENGLISH	276	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(CZ) Civilizations
3931	ENGLISH	276	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(EI) Ethical Inquiry
3931	ENGLISH	276	AFRICAN DIASPORA LITERATURE	Late-nineteenth-century to contemporary writers, including African American, Caribbean, and African authors. Satisfies the Area III requirement for English majors.	(W) Writing
3981	ENGLISH	491	INDEPENDENT STUDY	Individual non-research creative writing project directed study in a field of special interest on a previously approved topic, under the supervision of a faculty member, resulting in an academic and/or artistic product. Open to juniors and seniors. Consent of both the instructor and the director of undergraduate studies required.	Independent Study
3982	ENGLISH	493	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to juniors and seniors. Consent of both the instructor and the director of undergraduate studies required.	(R) Research
3982	ENGLISH	493	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to juniors and seniors. Consent of both the instructor and the director of undergraduate studies required.	Independent Study
3993	ENGLISH	498	DISTINCTN CRIT RES IND ST	Open to those whose thesis will be a critical paper or piece of other research (for example, in linguistics). Application and consent of the Director of Undergraduate Studies.	(R) Research
3993	ENGLISH	498	DISTINCTN CRIT RES IND ST	Open to those whose thesis will be a critical paper or piece of other research (for example, in linguistics). Application and consent of the Director of Undergraduate Studies.	Independent Study
3994	ENGLISH	496	DISTINCTN CREAT WR IND ST	Open to those whose thesis will be in the field of creative writing. Application and consent of the Director of Undergraduate Studies.	Independent Study
4062	ENVIRON	  89S	FIRST-YEAR SEMINAR (TOP)	Topics vary each semester offered.	Seminar
4062	ENVIRON	  89S	FIRST-YEAR SEMINAR (TOP)	Topics vary each semester offered.	Topics Course
4065	ENVIRON	201	INTEGRATING ENV SCI/POL	Interaction between the natural and the social systems as they relate to the environment. Focus on ecological and earth system cycles, processes, and fundamental relationships. The environmental impact of human-induced change at the local, regional, and global levels. The role of technology and the policy process in determining how environmental problems evolve and are addressed. Use of ethical analysis to evaluate environmental tradeoffs. Use of case studies to integrate multiple disciplinary perspectives on environmental problems and to address issues of environmental justice. Prerequisite: Environment 102 or consent of instructor.	(NS) Natural Sciences
4065	ENVIRON	201	INTEGRATING ENV SCI/POL	Interaction between the natural and the social systems as they relate to the environment. Focus on ecological and earth system cycles, processes, and fundamental relationships. The environmental impact of human-induced change at the local, regional, and global levels. The role of technology and the policy process in determining how environmental problems evolve and are addressed. Use of ethical analysis to evaluate environmental tradeoffs. Use of case studies to integrate multiple disciplinary perspectives on environmental problems and to address issues of environmental justice. Prerequisite: Environment 102 or consent of instructor.	(SS) Social Sciences
4065	ENVIRON	201	INTEGRATING ENV SCI/POL	Interaction between the natural and the social systems as they relate to the environment. Focus on ecological and earth system cycles, processes, and fundamental relationships. The environmental impact of human-induced change at the local, regional, and global levels. The role of technology and the policy process in determining how environmental problems evolve and are addressed. Use of ethical analysis to evaluate environmental tradeoffs. Use of case studies to integrate multiple disciplinary perspectives on environmental problems and to address issues of environmental justice. Prerequisite: Environment 102 or consent of instructor.	(STS) Science, Technology, and Society
4079	ENVIRON	390	SP TOP ENVIRON SCI/POL	Content to be determined each semester.	Topics Course
4081	ENVIRON	393	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest, under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to qualified students with consent of instructor and director of undergraduate studies.	(R) Research
4081	ENVIRON	393	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest, under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open to qualified students with consent of instructor and director of undergraduate studies.	Independent Study
4082	ENVIRON	 393-1	RESEARCH INDEPENDENT STUDY	See Environment 393. Open to qualified students with consent of instructor and director of undergraduate studies.	(R) Research
4082	ENVIRON	 393-1	RESEARCH INDEPENDENT STUDY	See Environment 393. Open to qualified students with consent of instructor and director of undergraduate studies.	Independent Study
4083	ENVIRON	391	INDEPENDENT STUDY	Individual readings course or other non-research-based independent course under the supervision of a faculty member, resulting in an academic product. Open to qualified students with consent of instructor and director of undergraduate studies.	Independent Study
4261	ENVIRON	394	RESEARCH INDEPENDENT STUDY	See Environ 393. Open to qualified students by consent of director of undergraduate studies and supervising instructor.	(R) Research
4261	ENVIRON	394	RESEARCH INDEPENDENT STUDY	See Environ 393. Open to qualified students by consent of director of undergraduate studies and supervising instructor.	Independent Study
4417	FRENCH	101	ELEMENTARY FRENCH 1	The course offers an introduction to the French language, and aspects of French and Francophone cultures via interactive content and classes. Students build a strong foundation to communicate and exchange with French speakers in varied social interactions, comprehend short, authentic materials, and share opinions on personal and societal topics. Equal attention to speaking, listening comprehension, reading, and writing. Conducted in French. Open to students who have never studied French before, or who have studied French for no more than 2 years in high school.	(FL) Foreign Language
4419	FRENCH	102	ELEMENTARY FRENCH 2	The course builds on the elements of the language acquired in French 101 and offers continued engagement with aspects of French and Francophone cultures via interactive content and classes. Students continue to develop their ability to communicate and exchange with French speakers in varied social interactions, comprehend authentic materials, and share opinions on personal and societal topics. Equal attention to speaking, listening comprehension, reading, and writing. Conducted in French. Recommended prerequisite: French 101 or equivalent.	(FL) Foreign Language
4422	FRENCH	111	INTENSIVE ELEM FRENCH	This 2-credit course covers the elementary French 101-102 sequence in one semester. Offers an intensive introduction to the French language and aspects of French and Francophone cultures via interactive content and classes. Students build a strong foundation to communicate and exchange with French speakers in varied social interactions, comprehend authentic materials, and share opinions on personal and societal topics. Students also begin to develop insight into their language and culture, including discussions of language and identity, and multilingualism. Open to students who have never studied French before, or who have studied French for no more than 2 years in high school.	(FL) Foreign Language
4427	FRENCH	  89S	FIRST-YEAR SEMINAR (TOP)	Topics vary each semester offered.	Seminar
4427	FRENCH	  89S	FIRST-YEAR SEMINAR (TOP)	Topics vary each semester offered.	Topics Course
4428	FRENCH	203	INTERMED FRENCH LANG/CUL	The first course of the 2-course intermediate French sequence, French 203 builds on the elements of the language acquired in the elementary French 101-102 sequence. Continued engagement with French and Francophone cultures via interactive content and classes. Students expand their ability to communicate in interpersonal, interpretive, presentational, and intercultural settings. Engagement with a variety of authentic materials, discussions, and debates. Equal attention to speaking, listening comprehension, reading, and writing. Conducted in French. Recommended prerequisite: French 102 or French 111, AP French Language and Culture test score of 3, or equivalent.	(CZ) Civilizations
4428	FRENCH	203	INTERMED FRENCH LANG/CUL	The first course of the 2-course intermediate French sequence, French 203 builds on the elements of the language acquired in the elementary French 101-102 sequence. Continued engagement with French and Francophone cultures via interactive content and classes. Students expand their ability to communicate in interpersonal, interpretive, presentational, and intercultural settings. Engagement with a variety of authentic materials, discussions, and debates. Equal attention to speaking, listening comprehension, reading, and writing. Conducted in French. Recommended prerequisite: French 102 or French 111, AP French Language and Culture test score of 3, or equivalent.	(FL) Foreign Language
4432	FRENCH	204	ADV INTERMED FR LANG/CUL	This advanced intermediate French course focuses on developing more sophisticated interpersonal, interpretive, presentational, and intercultural communication skills. As the semester progresses, you will learn skills in interpreting cinematographic and literary works and gain confidence in your French as you review grammar and vocabulary and learn to express yourselves and understand others in increasingly complex and abstract ways. Guided essay writing on topics related to the readings and discussion. Prerequisite: French 203 at Duke, AP French Language and Culture test score of 4, or equivalent.	(CZ) Civilizations
4432	FRENCH	204	ADV INTERMED FR LANG/CUL	This advanced intermediate French course focuses on developing more sophisticated interpersonal, interpretive, presentational, and intercultural communication skills. As the semester progresses, you will learn skills in interpreting cinematographic and literary works and gain confidence in your French as you review grammar and vocabulary and learn to express yourselves and understand others in increasingly complex and abstract ways. Guided essay writing on topics related to the readings and discussion. Prerequisite: French 203 at Duke, AP French Language and Culture test score of 4, or equivalent.	(FL) Foreign Language
4434	FRENCH	 302S	CULTURAL/LITERARY PERSP	Designed to give students having completed the intermediate French  203–204 sequence the reading and writing skills necessary to enter mid-300 level courses in French and Francophone studies. Examines the (re-)negotiation of the French identity through a series of texts and films that introduce students to contemporary Francophone thought. Topics include cultural practices, collective myths, sociolinguistics, and immigration. Prerequisite: French 204 or equivalent. Not open to students who have received a 5 on the AP French Language and Culture Exam.	(CCI) Cross Cultural Inquiry
4434	FRENCH	 302S	CULTURAL/LITERARY PERSP	Designed to give students having completed the intermediate French  203–204 sequence the reading and writing skills necessary to enter mid-300 level courses in French and Francophone studies. Examines the (re-)negotiation of the French identity through a series of texts and films that introduce students to contemporary Francophone thought. Topics include cultural practices, collective myths, sociolinguistics, and immigration. Prerequisite: French 204 or equivalent. Not open to students who have received a 5 on the AP French Language and Culture Exam.	(FL) Foreign Language
4434	FRENCH	 302S	CULTURAL/LITERARY PERSP	Designed to give students having completed the intermediate French  203–204 sequence the reading and writing skills necessary to enter mid-300 level courses in French and Francophone studies. Examines the (re-)negotiation of the French identity through a series of texts and films that introduce students to contemporary Francophone thought. Topics include cultural practices, collective myths, sociolinguistics, and immigration. Prerequisite: French 204 or equivalent. Not open to students who have received a 5 on the AP French Language and Culture Exam.	(W) Writing
4434	FRENCH	 302S	CULTURAL/LITERARY PERSP	Designed to give students having completed the intermediate French  203–204 sequence the reading and writing skills necessary to enter mid-300 level courses in French and Francophone studies. Examines the (re-)negotiation of the French identity through a series of texts and films that introduce students to contemporary Francophone thought. Topics include cultural practices, collective myths, sociolinguistics, and immigration. Prerequisite: French 204 or equivalent. Not open to students who have received a 5 on the AP French Language and Culture Exam.	Seminar
4435	FRENCH	 301S	FINDING YOUR VOICE IN FRENCH	Develop your authorial voice in French. Whether you want to make readers laugh or cry, how can you use nuance, word choice, a sense of language rhythm to create impact? Study a multitude of texts for inspiration, from Nobel Prize winners to those who rebel and write, or sing, from the margins, using and creating language in powerful and innovative ways. Write in many forms--children's stories, poetry, persuasive speech, essays, literary fiction--expanding the space for self-expression and the power and possibilities of your own multilingualism. Close reading, discussion of craft, journaling and creative writing, workshopping, peer feedback, revision. Prerequisite: French 204, AP score of 5, or equivalent.	(CCI) Cross Cultural Inquiry
4435	FRENCH	 301S	FINDING YOUR VOICE IN FRENCH	Develop your authorial voice in French. Whether you want to make readers laugh or cry, how can you use nuance, word choice, a sense of language rhythm to create impact? Study a multitude of texts for inspiration, from Nobel Prize winners to those who rebel and write, or sing, from the margins, using and creating language in powerful and innovative ways. Write in many forms--children's stories, poetry, persuasive speech, essays, literary fiction--expanding the space for self-expression and the power and possibilities of your own multilingualism. Close reading, discussion of craft, journaling and creative writing, workshopping, peer feedback, revision. Prerequisite: French 204, AP score of 5, or equivalent.	(FL) Foreign Language
4435	FRENCH	 301S	FINDING YOUR VOICE IN FRENCH	Develop your authorial voice in French. Whether you want to make readers laugh or cry, how can you use nuance, word choice, a sense of language rhythm to create impact? Study a multitude of texts for inspiration, from Nobel Prize winners to those who rebel and write, or sing, from the margins, using and creating language in powerful and innovative ways. Write in many forms--children's stories, poetry, persuasive speech, essays, literary fiction--expanding the space for self-expression and the power and possibilities of your own multilingualism. Close reading, discussion of craft, journaling and creative writing, workshopping, peer feedback, revision. Prerequisite: French 204, AP score of 5, or equivalent.	(W) Writing
4435	FRENCH	 301S	FINDING YOUR VOICE IN FRENCH	Develop your authorial voice in French. Whether you want to make readers laugh or cry, how can you use nuance, word choice, a sense of language rhythm to create impact? Study a multitude of texts for inspiration, from Nobel Prize winners to those who rebel and write, or sing, from the margins, using and creating language in powerful and innovative ways. Write in many forms--children's stories, poetry, persuasive speech, essays, literary fiction--expanding the space for self-expression and the power and possibilities of your own multilingualism. Close reading, discussion of craft, journaling and creative writing, workshopping, peer feedback, revision. Prerequisite: French 204, AP score of 5, or equivalent.	Seminar
4440	FRENCH	 303S	FR FOR CURRENT AFFAIRS	A contemporary culture/civilization course on changes and controversies in France today. Includes sources from a variety of print, audio, and visual French media, as well as current cultural, social, economic, and political issues. Also includes political institutions, media, religion, immigration, health, educational systems, foreign policy, and France in the European Union. Equal emphasis is given to written and oral skills. Conducted in French. Recommended prerequisite: French 204, AP French Language and Culture test score of 5, or equivalent.	(CCI) Cross Cultural Inquiry
4440	FRENCH	 303S	FR FOR CURRENT AFFAIRS	A contemporary culture/civilization course on changes and controversies in France today. Includes sources from a variety of print, audio, and visual French media, as well as current cultural, social, economic, and political issues. Also includes political institutions, media, religion, immigration, health, educational systems, foreign policy, and France in the European Union. Equal emphasis is given to written and oral skills. Conducted in French. Recommended prerequisite: French 204, AP French Language and Culture test score of 5, or equivalent.	(FL) Foreign Language
4440	FRENCH	 303S	FR FOR CURRENT AFFAIRS	A contemporary culture/civilization course on changes and controversies in France today. Includes sources from a variety of print, audio, and visual French media, as well as current cultural, social, economic, and political issues. Also includes political institutions, media, religion, immigration, health, educational systems, foreign policy, and France in the European Union. Equal emphasis is given to written and oral skills. Conducted in French. Recommended prerequisite: French 204, AP French Language and Culture test score of 5, or equivalent.	Seminar
4498	FRENCH	 331S	FRANCOPHONE LITERATURE	Modern literature in French from French-speaking Africa and the French Caribbean. Topics include tradition and modernity; colonization, cultural assimilation, and the search for identity; and women in changing contexts.	(ALP) Arts, Literature & Performance
4498	FRENCH	 331S	FRANCOPHONE LITERATURE	Modern literature in French from French-speaking Africa and the French Caribbean. Topics include tradition and modernity; colonization, cultural assimilation, and the search for identity; and women in changing contexts.	(CCI) Cross Cultural Inquiry
4498	FRENCH	 331S	FRANCOPHONE LITERATURE	Modern literature in French from French-speaking Africa and the French Caribbean. Topics include tradition and modernity; colonization, cultural assimilation, and the search for identity; and women in changing contexts.	(FL) Foreign Language
4498	FRENCH	 331S	FRANCOPHONE LITERATURE	Modern literature in French from French-speaking Africa and the French Caribbean. Topics include tradition and modernity; colonization, cultural assimilation, and the search for identity; and women in changing contexts.	Seminar
4504	FRENCH	393	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open only to qualified juniors by consent of instructor and director of undergraduate studies.	(R) Research
4504	FRENCH	393	RESEARCH INDEPENDENT STUDY	Individual research in a field of special interest, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Open only to qualified juniors by consent of instructor and director of undergraduate studies.	Independent Study
4506	FRENCH	493	RESEARCH INDEPENDENT STUDY	See French 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.	(R) Research
4506	FRENCH	493	RESEARCH INDEPENDENT STUDY	See French 393. Open only to qualified seniors by consent of instructor and director of undergraduate studies.	Independent Study
4559	CINE	 301S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	(ALP) Arts, Literature & Performance
4559	CINE	 301S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	(STS) Science, Technology, and Society
4559	CINE	 301S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	Seminar
4559	VMS	 261S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	(ALP) Arts, Literature & Performance
4559	VMS	 261S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	(STS) Science, Technology, and Society
4559	VMS	 261S	MOVING IMAGE PRACTICE	Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing on Final Cut Pro.	Seminar
4561	ARTSVIS	 326S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	(ALP) Arts, Literature & Performance
4561	ARTSVIS	 326S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	Seminar
4561	CINE	 320S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	(ALP) Arts, Literature & Performance
4561	CINE	 320S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	Seminar
4561	VMS	 271S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	(ALP) Arts, Literature & Performance
4561	VMS	 271S	FILM ANIMATION PRODUCTION	Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.	Seminar
4562	ARTSVIS	 350S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	(ALP) Arts, Literature & Performance
4562	ARTSVIS	 350S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	Seminar
4562	CINE	 350S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	(ALP) Arts, Literature & Performance
4562	CINE	 350S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	Seminar
4562	DOCST	 353S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	(ALP) Arts, Literature & Performance
4562	DOCST	 353S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	Seminar
4562	VMS	 339S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	(ALP) Arts, Literature & Performance
4562	VMS	 339S	SOUND FOR FILM AND VIDEO	Theory and practice of sound recording techniques and strategies for film and video. Focus on sound/image relationship, sound design and sound acquisition. Screenings and readings will reinforce practice exercises.	Seminar
4567	CINE	395	INTERNSHIP	Students may arrange academic work in conjunction with an approved internship in the moving image industry. Academic work must be with Cinematic Arts faculty and include the university minimum (one research paper) as well as reading from a bibliography and/or a viewing list approved by the instructor in advance. Prerequisite: (one of the following) CINE 201 Intro to Film Studies or VMS 202D Intro to Visual Culture or CINE 301 Moving Image Practice.	(R) Research
4567	CINE	395	INTERNSHIP	Students may arrange academic work in conjunction with an approved internship in the moving image industry. Academic work must be with Cinematic Arts faculty and include the university minimum (one research paper) as well as reading from a bibliography and/or a viewing list approved by the instructor in advance. Prerequisite: (one of the following) CINE 201 Intro to Film Studies or VMS 202D Intro to Visual Culture or CINE 301 Moving Image Practice.	Independent Study
4659	ECS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(NS) Natural Sciences
4659	ECS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(R) Research
4659	ECS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(W) Writing
4659	ECS	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	Seminar
4659	ENVIRON	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(NS) Natural Sciences
4659	ENVIRON	 226S	FIELD METH EARTH/ENV SCI	Introduction to basic field methods used in the earth and environmental sciences. Field investigations focus on topics such as groundwater and surface water movements, soil chemistry and identification, topographic and geologic mapping, the atmosphere/soil interface, and plant identification and distributions. Design of a field investigation, collection of data to address a specific goal, and interpretation and reporting of the results. Emphasis on learning to report field results in the format of scientific publications. Visits to five local field sites. Open only to juniors and seniors.	(R) Research
